Município;Abacate;Abacaxi*;Açaí;Alfafa fenada;Algodão arbóreo (em caroço);Algodão herbáceo (em caroço);Alho;Amendoim (em casca);Arroz (em casca);Aveia (em grão);Azeitona;Banana (cacho);Batata-doce;Batata-inglesa;Borracha (látex coagulado);Borracha (látex líquido);Cacau (em amêndoa);Café (em grão) Total;Café (em grão) Arábica;Café (em grão) Canephora;Caju;Cana-de-açúcar;Cana para forragem;Caqui;Castanha de caju;Cebola;Centeio (em grão);Cevada (em grão);Chá-da-índia (folha verde);Coco-da-baía*;Dendê (cacho de coco);Erva-mate (folha verde);Ervilha (em grão);Fava (em grão);Feijão (em grão);Figo;Fumo (em folha);Girassol (em grão);Goiaba;Guaraná (semente);Juta (fibra);Laranja;Limão;Linho (semente);Maçã;Malva (fibra);Mamão;Mamona (baga);Mandioca;Manga;Maracujá;Marmelo;Melancia;Melão;Milho (em grão);Noz (fruto seco);Palmito;Pera;Pêssego;Pimenta-do-reino;Rami (fibra);Sisal ou agave (fibra);Soja (em grão);Sorgo (em grão);Tangerina;Tomate;Trigo (em grão);Triticale (em grão);Tungue (fruto seco);Urucum (semente);Uva
Novo Machado (RS);6;10;-;...;-;-;12;15;-;150;-;90;160;5;-;...;-;-;-;-;...;767;...;-;-;7;-;-;-;-;-;-;-;-;11;-;841;144;33;-;-;110;8;-;-;-;16;-;247;3;-;-;33;10;15300;4;-;-;17;-;-;-;31080;-;36;-;10260;-;-;-;23
Novo Tiradentes (RS);-;-;-;...;-;-;7;8;-;480;-;-;50;-;-;...;-;-;-;-;...;200;...;-;-;12;-;-;-;-;-;9;-;-;168;-;396;-;-;-;-;450;-;-;-;-;-;-;500;-;-;-;50;-;3000;13;-;-;12;-;-;-;9000;-;-;-;4160;-;-;-;35
Novo Xingu (RS);-;-;-;...;-;-;-;3;-;99;-;-;30;-;-;...;-;-;-;-;...;600;...;-;-;12;-;39;-;-;-;18;-;-;32;4;-;-;-;-;-;864;-;-;-;-;-;-;360;-;-;-;10;5;2160;2;-;-;5;-;-;-;10584;-;64;-;2700;-;-;-;48
Novo Barreiro (RS);-;-;-;...;-;-;9;4;-;960;-;-;60;74;-;...;-;-;-;-;...;200;...;-;-;24;-;-;-;-;-;2210;-;-;120;-;-;-;-;-;-;120;-;-;-;-;-;-;3750;-;-;-;30;-;4160;1;-;-;8;-;-;-;16200;-;8;20;5100;-;-;-;25
Osório (RS);-;13;-;...;-;-;3;3;28560;-;-;1200;125;-;-;...;-;-;-;-;...;1200;...;-;-;30;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;234;-;-;-;-;-;-;1500;-;17;-;210;-;350;-;-;-;-;-;-;-;4800;-;115;80;-;-;-;-;7
Paim Filho (RS);-;-;-;...;-;-;-;5;-;450;-;-;60;-;-;...;-;-;-;-;...;500;...;-;-;50;-;-;-;-;-;60;-;-;27;12;4;-;-;-;-;840;-;-;50;-;-;-;700;-;-;-;125;12;6600;-;-;-;128;-;-;-;17820;-;40;50;2700;-;-;-;225
Palmares do Sul (RS);-;-;-;...;-;-;-;-;96200;-;-;-;50;-;-;...;-;-;-;-;...;30;...;-;-;70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;292;-;-;-;80;-;810;-;-;-;-;-;-;-;24000;-;-;-;-;-;-;-;-
Palmeira das Missões (RS);-;-;-;...;-;-;4;5;-;24300;-;-;180;108;-;...;-;-;-;-;...;3000;...;-;-;60;300;15000;-;-;-;18000;-;-;1596;20;-;-;-;-;-;560;15;360;-;-;-;-;9000;-;-;-;30;-;121200;-;-;-;8;-;-;-;381000;-;150;30;108000;360;-;-;84
Palmitinho (RS);60;-;-;...;-;-;12;18;2;36;-;48;490;25;-;...;-;-;-;-;...;500;...;30;-;10;-;-;-;-;-;42;-;-;60;3;525;-;70;-;-;134;60;-;-;-;-;-;6900;-;-;-;63;17;2513;4;-;24;22;-;-;-;2035;-;57;30;630;-;-;-;48
Panambi (RS);-;-;-;...;-;-;-;2;-;6220;-;-;750;-;-;...;-;-;-;-;...;1650;...;-;-;-;1050;1050;-;-;-;220;-;-;31;-;-;-;-;-;-;600;-;-;-;-;-;-;3000;-;-;-;-;-;7680;10;-;-;15;-;-;-;101940;-;120;49;14560;-;-;-;30
Pantano Grande (RS);-;-;-;...;-;-;-;-;39900;4000;8;-;-;-;-;...;-;-;-;-;...;-;...;-;-;16;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;80;-;-;-;-;-;-;600;-;-;-;-;-;2268;47;-;-;-;-;-;-;58260;-;40;-;6300;-;-;-;16
Paraí (RS);-;-;-;...;-;-;2;12;-;-;-;-;180;16;-;...;-;-;-;-;...;600;...;11;-;81;-;-;-;-;-;72;-;-;12;53;-;-;-;-;-;29;6;-;-;-;-;-;150;-;-;-;48;47;8910;16;-;-;156;-;-;-;5302;-;36;61;600;-;-;-;2600
Paraíso do Sul (RS);35;-;-;...;-;-;6;60;27550;-;-;25;400;200;-;...;-;-;-;-;...;600;...;11;-;80;-;-;-;-;-;-;-;-;166;22;5207;-;18;-;-;378;40;-;-;-;-;-;5000;-;-;-;90;8;13413;3;-;20;74;-;-;-;8592;-;140;40;13;-;-;-;33
Pareci Novo (RS);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;62;...;112;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2500;390;-;-;-;-;-;900;-;-;-;14;-;31;-;-;-;-;-;-;-;-;-;27500;-;-;-;-;-;71
Parobé (RS);8;-;-;...;-;-;-;2;-;-;-;9;132;8;-;...;-;-;-;-;...;7000;...;-;-;12;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;70;16;-;-;-;-;-;3000;-;-;-;900;20;24;28;-;-;6;-;-;-;150;-;40;5;-;-;-;-;2
Passa Sete (RS);-;-;-;...;-;-;6;7;-;-;-;16;162;70;-;...;-;-;-;-;...;240;...;22;-;120;-;-;-;-;-;-;-;-;209;28;6120;-;-;-;-;128;23;-;-;-;-;-;750;-;-;-;40;9;3318;14;-;14;47;-;-;-;15912;-;48;36;2100;-;-;-;118
Passo do Sobrado (RS);-;-;-;...;-;-;5;5;4500;-;-;32;450;9;-;...;-;-;-;-;...;360;...;-;-;48;-;-;-;-;-;-;-;-;84;10;4046;-;24;-;-;120;-;75;-;-;-;-;3240;-;-;-;-;-;5038;3;-;-;26;-;-;-;26730;-;84;30;149;-;-;-;20
Passo Fundo (RS);-;-;-;...;-;-;9;18;-;8750;-;-;30;-;-;...;-;-;-;-;...;175;...;106;-;180;-;1375;-;-;-;150;-;-;85;14;-;-;-;-;-;90;-;-;-;-;-;-;300;-;-;-;150;31;12040;15;-;-;140;-;-;-;144197;-;170;-;6800;875;-;-;55
Paulo Bento (RS);-;-;-;...;-;-;-;3;-;600;-;-;54;30;-;...;-;-;-;-;...;-;...;20;-;40;-;900;-;-;-;227;-;-;80;-;-;-;-;-;-;212;-;-;-;-;-;-;450;-;-;-;200;10;5100;-;-;-;90;-;-;-;22140;-;54;24;3840;-;-;-;400
Paverama (RS);-;-;-;...;-;-;-;4;-;-;-;-;126;50;-;...;-;-;-;-;...;300;...;-;-;-;-;-;-;-;-;-;-;-;116;-;19;-;-;-;-;1200;-;-;-;-;-;-;2853;-;-;-;106;-;3120;1;-;-;-;-;-;-;2310;-;300;60;151;-;-;-;14
Pedras Altas (RS);-;-;-;...;-;-;-;-;4967;930;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;4;-;3;-;-;-;-;-;-;48;-;-;-;-;-;-;-;-;-;-;-;-;938;-;-;-;-;-;-;-;140556;-;-;-;4957;-;-;-;90
Pedro Osório (RS);-;-;-;...;-;-;-;-;35050;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8590;-;720;-;-;-;-;-;-;-;39690;-;-;-;72;-;-;-;-
Pejuçara (RS);-;-;-;...;-;-;4;-;-;4800;-;-;100;20;-;...;-;-;-;-;...;132;...;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60;-;66;-;-;-;-;200;-;-;-;40;30;21420;-;-;-;17;-;-;-;125520;120;40;67;36000;50;-;-;47
Pelotas (RS);-;-;-;...;-;-;-;-;76483;-;-;-;5400;700;-;...;-;-;-;-;...;-;...;36;-;1500;-;-;-;-;-;-;-;-;600;300;8640;-;150;-;-;1440;-;-;48;-;-;-;-;-;-;-;600;200;48000;-;-;-;37200;-;-;-;79200;-;400;3200;115;-;-;-;1050
Picada Café (RS);17;-;-;...;-;-;-;3;2;-;-;41;248;50;-;...;-;-;-;-;...;350;...;15;-;30;-;-;-;-;-;-;-;-;53;-;-;-;60;-;-;324;63;-;-;-;-;-;450;-;-;-;20;9;1440;11;-;-;10;-;-;-;-;-;65;60;-;-;-;-;159
Pinhal (RS);-;-;-;...;-;-;-;6;-;72;-;-;60;24;-;...;-;-;-;-;...;625;...;-;-;15;-;-;-;-;-;-;-;-;12;-;6;-;-;-;-;78;-;-;-;-;-;-;1000;-;-;-;30;-;3000;-;-;-;-;-;-;-;3600;-;-;-;2160;-;-;-;25
Pinhal da Serra (RS);-;-;-;...;-;-;-;5;-;1350;-;-;60;24;-;...;-;-;-;-;...;100;...;-;-;42;-;-;-;-;-;18;-;-;600;-;-;-;-;-;-;90;-;-;60;-;-;-;150;-;-;-;18;-;15750;-;-;10;16;-;-;-;27300;-;60;-;1900;-;-;-;120
Pinhal Grande (RS);14;-;-;...;-;-;5;14;-;840;-;-;140;110;-;...;-;-;-;-;...;120;...;8;-;400;-;-;-;-;-;-;5;-;176;15;360;-;-;-;-;100;22;-;-;-;-;-;800;-;-;-;120;40;8256;20;-;9;36;-;-;-;73550;-;150;75;4680;-;-;-;142
Pinheirinho do Vale (RS);17;2;-;...;-;-;8;1;3;36;-;27;280;5;-;...;-;-;-;-;...;1500;...;12;-;12;-;-;-;-;-;-;-;-;19;-;712;-;68;-;-;217;60;-;-;-;6;-;3000;-;-;-;77;9;1900;2;-;6;17;-;-;-;2700;-;740;13;483;-;-;-;4
Pinheiro Machado (RS);-;-;-;...;-;-;-;-;345;-;730;-;300;-;-;...;-;-;-;-;...;-;...;-;-;45;-;-;-;-;-;-;-;-;130;-;2;-;-;-;-;150;-;-;-;-;-;-;40;-;-;-;-;-;1920;-;-;-;-;-;-;-;17952;-;35;-;600;-;-;-;1080
Pinto Bandeira (RS);-;-;-;...;-;-;-;-;-;-;-;6;135;-;-;...;-;-;-;-;...;186;...;1920;-;90;-;-;-;-;-;-;-;-;18;32;-;-;-;-;-;595;-;-;540;-;-;-;180;-;-;-;-;16;1210;3;-;-;11200;-;-;-;-;-;375;600;-;-;-;-;36270
Pirapó (RS);45;-;-;...;-;-;3;20;-;-;-;26;72;-;-;...;-;-;-;-;...;840;...;-;-;24;-;-;-;-;-;-;3;-;15;4;-;-;8;-;-;104;72;-;-;-;10;-;2700;20;-;-;75;4;3540;6;-;6;4;-;-;-;14580;-;75;9;5040;-;-;-;15
Piratini (RS);-;-;-;...;-;-;-;-;4073;600;60;-;150;400;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;64;540;246;-;-;-;-;100;-;-;-;-;-;-;-;-;-;-;500;-;10000;-;-;-;1840;-;-;-;152000;-;-;-;3780;-;-;-;60
Planalto (RS);15;-;-;...;-;-;12;3;2;-;-;12;740;10;-;...;-;-;-;-;...;4500;...;15;-;45;-;-;-;-;-;-;-;-;97;175;169;-;15;-;-;5856;15;-;-;-;12;-;5980;-;-;-;50;7;4792;3;-;6;294;-;-;-;5550;-;250;10;759;-;-;-;4594
Poço das Antas (RS);36;-;-;...;-;-;-;-;-;-;-;-;60;24;-;...;-;-;-;-;...;7700;...;54;-;-;-;-;-;-;-;-;-;-;8;56;-;-;4;-;-;420;-;-;-;-;-;-;150;96;-;-;-;-;600;-;-;-;198;-;-;-;-;-;100;-;-;-;-;-;92
Pontão (RS);-;-;-;...;-;-;6;2;-;4500;-;-;149;24;-;...;-;-;-;-;...;50;...;-;-;71;-;140;-;-;-;60;-;-;275;-;-;-;-;-;-;181;-;-;-;-;-;-;2200;-;-;-;55;7;27501;3;-;-;34;-;-;-;113900;-;-;27;6930;-;-;-;121
Ponte Preta (RS);-;-;-;...;-;-;-;4;-;-;-;-;72;10;-;...;-;-;-;-;...;180;...;-;-;48;-;-;-;-;-;135;-;-;85;-;-;-;-;-;-;80;-;-;-;-;-;-;250;-;-;-;20;-;2200;-;-;-;-;-;-;-;16920;-;-;-;1620;-;-;-;250
Portão (RS);30;-;-;...;-;-;-;-;1016;-;-;14;-;-;-;...;-;-;-;-;...;930;...;30;-;-;-;-;-;-;-;-;-;-;14;39;-;-;36;-;-;3813;600;-;-;-;-;-;1200;37;-;-;750;420;405;-;-;-;22;-;-;-;720;-;2960;25;-;-;-;-;20
Porto Alegre (RS);-;-;-;...;-;-;-;-;2611;-;-;-;300;-;-;...;-;-;-;-;...;300;...;16;-;-;-;-;-;-;-;-;-;-;3;41;-;-;-;-;-;-;-;-;-;-;-;-;350;-;-;-;66;827;170;-;-;-;160;-;-;-;1393;-;-;525;-;-;-;-;209
Porto Lucena (RS);100;-;-;...;-;-;5;10;-;-;-;120;500;24;-;...;-;-;-;-;...;1000;...;24;-;30;-;-;-;-;-;-;-;-;4;4;97;-;-;-;-;216;75;-;-;-;15;-;3400;100;-;-;100;6;4700;2;-;7;40;-;-;-;10346;-;156;40;3102;-;-;-;60
Porto Mauá (RS);6;14;-;...;-;-;6;7;-;-;-;36;48;5;-;...;-;-;-;-;...;900;...;-;-;-;-;-;-;-;-;-;-;-;8;5;60;-;11;-;-;292;8;-;-;-;8;-;2400;7;-;-;210;20;3465;-;-;-;18;-;-;-;10560;-;111;18;2295;-;-;-;100
Porto Vera Cruz (RS);24;10;-;...;-;-;3;6;-;-;-;135;100;5;-;...;-;-;-;-;...;5167;...;8;-;-;-;-;-;-;-;-;-;-;6;6;37;-;11;-;-;561;33;-;-;-;36;-;3496;180;-;-;50;15;1470;3;-;-;15;-;-;-;1500;-;220;18;150;-;-;-;30
Porto Xavier (RS);30;150;-;...;-;-;6;23;-;45;-;75;450;-;-;...;-;-;-;-;...;27500;...;10;-;20;-;-;-;-;-;-;2;-;28;-;-;-;-;-;-;280;45;-;-;-;6;-;5600;15;-;-;260;55;1320;6;-;10;16;-;-;-;2925;-;132;30;720;21;-;-;60
Pouso Novo (RS);-;-;-;...;-;-;-;8;-;-;-;-;260;72;-;...;-;-;-;-;...;-;...;-;-;75;-;-;-;-;-;-;-;-;150;-;26;-;-;-;-;-;-;-;-;-;-;-;1800;-;-;-;-;-;2258;-;-;-;27;-;-;-;90;-;-;-;-;-;-;-;211
Presidente Lucena (RS);-;-;-;...;-;-;-;2;2;-;-;32;660;19;-;...;-;-;-;-;...;9360;...;15;-;20;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;394;203;-;-;-;-;-;2140;6;-;-;20;60;240;-;-;-;18;-;-;-;-;-;504;231;-;-;-;-;29
Progresso (RS);-;-;-;...;-;-;-;-;-;-;-;100;550;70;-;...;-;-;-;-;...;500;...;-;-;27;-;-;-;-;-;20;-;-;79;-;3576;-;-;-;-;250;-;-;-;-;-;-;750;-;-;-;-;-;5958;3;-;-;32;-;-;-;288;-;150;-;12;-;-;-;150
Protásio Alves (RS);-;-;-;...;-;-;-;-;-;-;-;-;54;23;-;...;-;-;-;-;...;150;...;-;-;100;-;-;-;-;-;-;-;-;11;4;71;-;-;-;-;308;-;-;414;-;-;-;90;-;-;-;-;-;5910;-;-;-;60;-;-;-;5028;-;388;78;345;-;-;-;220
Putinga (RS);16;-;-;...;-;-;9;12;2;-;-;5;480;5;-;...;-;-;-;-;...;625;...;15;-;150;-;-;-;-;-;13650;-;-;20;15;1000;-;-;-;-;910;15;-;-;-;-;-;600;-;-;-;30;3;7733;8;-;13;54;-;-;-;1200;-;187;60;338;-;-;-;528
Quaraí (RS);-;-;-;...;-;-;-;-;90231;-;-;-;400;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;420;10;-;-;-;-;-;400;-;-;-;600;-;45;-;-;-;60;-;-;-;1500;200;138;-;-;-;-;-;700
Quatro Irmãos (RS);-;-;-;...;-;-;-;3;-;-;-;-;30;-;-;...;-;-;-;-;...;-;...;-;-;24;-;1080;-;-;-;405;-;-;98;-;-;-;-;-;-;-;-;-;-;-;-;-;100;-;-;-;60;-;18000;-;-;-;-;-;-;-;48529;-;-;-;6000;-;-;-;-
Quevedos (RS);-;-;-;...;-;-;-;-;-;800;-;-;40;-;-;...;-;-;-;-;...;-;...;7;-;18;-;-;-;-;-;-;-;-;50;5;529;-;-;-;-;315;6;-;-;-;-;-;750;-;-;-;-;-;2700;5;-;-;6;-;-;-;99000;-;52;-;9720;-;-;-;4
Quinze de Novembro (RS);-;-;-;...;-;-;-;12;-;-;-;-;100;126;-;...;-;-;-;-;...;300;...;-;-;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;100;-;-;-;-;-;-;1500;-;-;-;-;-;1800;2;-;-;12;-;-;-;39000;-;40;-;4500;-;-;-;18
Redentora (RS);-;-;-;...;-;-;9;3;-;2250;-;-;100;5;-;...;-;-;-;-;...;560;...;-;-;10;-;-;-;-;-;195;-;-;6;-;-;-;-;-;-;240;-;-;-;-;-;-;3000;-;-;-;90;10;4860;-;-;-;15;-;-;-;38400;-;81;-;12600;-;-;-;24
Relvado (RS);14;-;-;...;-;-;5;6;-;-;-;15;200;6;-;...;-;-;-;-;...;375;...;6;-;84;-;-;-;-;-;450;-;-;18;12;58;-;4;-;-;500;8;-;-;-;-;-;500;-;-;-;12;4;7800;6;-;6;36;-;-;-;648;-;400;24;-;-;-;-;600
Restinga Sêca (RS);-;-;-;...;-;-;5;8;123600;225;-;15;150;125;-;...;-;-;-;-;...;1500;...;26;-;50;-;-;-;-;-;-;-;-;42;12;1898;-;36;-;-;1125;50;-;-;-;-;-;2500;-;-;-;250;15;3070;2;-;40;72;-;-;-;77450;-;195;54;1800;-;-;-;240
Rio dos Índios (RS);-;-;-;...;-;-;6;-;-;250;-;-;40;-;-;...;-;-;-;-;...;12600;...;-;-;24;-;-;-;-;-;100;-;-;114;-;148;-;-;-;-;1300;-;-;-;-;-;-;3000;-;-;-;140;9;5760;10;-;-;-;-;-;-;24000;-;-;-;8100;-;-;-;40
Rio Grande (RS);-;-;-;...;-;-;53;-;184658;-;-;-;120;8;-;...;-;-;-;-;...;-;...;-;-;4320;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2600;300;400;-;-;-;-;-;-;-;44800;-;-;1000;-;-;-;-;71
Rio Pardo (RS);-;-;-;...;-;-;5;-;69700;4650;-;30;225;20;-;...;-;-;-;-;...;600;...;-;-;70;-;-;-;-;-;-;-;-;132;12;5900;-;-;-;-;200;-;135;-;-;-;-;9900;-;-;-;12750;43;15696;144;-;-;70;-;-;-;231900;-;150;400;13078;45;-;-;64
Riozinho (RS);-;-;-;...;-;-;8;-;-;-;-;84;80;40;-;...;-;-;-;-;...;1800;...;10;-;72;-;-;-;-;-;40;-;-;35;-;-;-;6;-;-;260;24;-;-;-;5;-;975;-;-;-;30;-;662;6;-;-;14;-;-;-;-;-;137;200;-;-;-;-;205
Roca Sales (RS);130;-;-;...;-;-;-;-;-;-;-;136;630;20;-;...;-;-;-;-;...;10388;...;330;-;-;-;-;-;-;-;318;-;-;95;8;6;-;160;-;-;1850;-;-;-;-;-;-;2400;-;-;-;-;60;8778;50;-;-;420;-;-;-;7605;-;1320;205;1242;-;-;-;2348
Rodeio Bonito (RS);-;-;-;...;-;-;-;5;-;27;-;59;112;10;-;...;-;-;-;-;...;1672;...;15;-;15;-;-;-;-;-;10;-;-;19;-;120;-;-;-;-;1650;20;-;-;-;-;-;2100;-;-;-;239;13;2648;-;-;-;31;-;-;-;11550;-;33;-;3795;-;-;-;101
Rolador (RS);-;-;-;...;-;-;6;3;-;4200;-;20;40;-;-;...;-;-;-;-;...;150;...;-;-;6;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;80;8;-;-;-;-;-;1000;-;-;-;30;4;6960;-;-;-;12;-;-;-;40493;-;56;15;12000;12;-;-;18
Rolante (RS);4;4;-;...;-;-;42;11;2550;-;-;260;465;360;-;...;-;-;-;-;...;11200;...;200;-;372;-;-;-;-;-;-;-;-;390;25;4;-;200;-;-;1064;70;-;-;-;-;-;5845;-;-;-;120;26;1840;51;-;-;88;-;-;-;5;-;164;202;-;-;-;-;2296
Ronda Alta (RS);-;-;-;...;-;-;4;6;-;1500;-;-;128;-;-;...;-;-;-;-;...;300;...;-;-;50;-;1050;-;-;-;60;-;-;510;-;-;-;-;-;-;270;18;-;-;-;-;-;540;-;-;-;40;5;17940;19;-;-;13;-;-;-;93623;-;120;-;25500;-;-;-;120
Rondinha (RS);-;-;-;...;-;-;7;3;-;270;-;-;120;-;-;...;-;-;-;-;...;480;...;-;-;36;-;-;-;-;-;18;-;-;113;-;10;-;-;-;-;1340;8;-;-;-;-;-;240;-;-;-;12;9;2880;8;-;-;4;-;-;-;37950;-;32;40;7560;-;-;-;65
Roque Gonzales (RS);40;40;-;...;-;-;5;12;-;1200;-;72;400;108;-;...;-;-;-;-;...;30000;...;10;-;54;-;-;-;-;-;-;-;-;69;10;-;-;-;-;-;425;60;-;-;-;20;-;4000;5;-;-;180;17;10540;10;-;8;64;-;-;-;20430;-;131;60;6075;-;-;-;150
Rosário do Sul (RS);-;-;-;...;-;-;-;-;126004;13500;-;-;75;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7550;40;-;-;-;-;-;60;-;-;-;12000;-;1950;1;-;-;-;-;-;-;120000;-;6490;25;5000;-;-;-;171
Sagrada Família (RS);-;-;-;...;-;-;3;3;-;400;-;-;80;10;-;...;-;-;-;-;...;240;...;-;-;10;-;-;-;-;-;65;-;-;141;-;-;-;-;-;-;45;-;-;-;-;-;-;400;-;-;-;30;-;3600;-;-;-;6;-;-;-;12600;-;5;-;6480;-;-;-;10
Saldanha Marinho (RS);-;-;-;...;-;-;-;2;-;3000;-;-;20;-;-;...;-;-;-;-;...;120;...;-;-;-;-;-;-;-;-;50;-;-;3;-;-;-;-;-;-;250;-;120;-;-;-;-;240;-;-;-;-;-;7050;3;-;-;10;-;-;-;57497;-;80;-;14400;-;-;-;23
Salto do Jacuí (RS);-;-;-;...;-;-;-;16;-;4500;-;-;72;-;-;...;-;-;-;-;...;210;...;-;-;-;-;-;-;-;-;-;-;-;80;-;378;150;-;-;-;180;-;-;-;-;-;-;1250;-;-;-;60;8;14964;-;-;-;32;-;-;-;85360;-;60;-;9900;-;-;-;-
Salvador das Missões (RS);18;-;-;...;-;-;5;5;-;405;-;18;60;30;-;...;-;-;-;-;...;585;...;9;-;20;-;-;-;-;-;-;-;-;9;4;-;-;-;-;-;200;30;-;-;-;-;-;900;25;-;-;100;5;1258;8;-;-;32;-;-;-;10710;-;120;15;4560;-;-;-;60
Salvador do Sul (RS);30;-;-;...;-;-;8;2;5;-;-;21;169;191;-;...;-;-;-;-;...;711;...;8;-;64;-;-;-;-;-;-;-;-;18;4;-;-;-;-;-;490;15;-;-;-;-;-;700;-;-;-;-;-;3996;1;-;-;-;-;-;-;-;-;168;26;-;-;-;-;32
Sananduva (RS);-;-;-;...;-;-;4;22;-;4320;-;-;50;-;-;...;-;-;-;-;...;5200;...;-;-;140;-;-;-;-;-;-;-;-;179;25;-;-;-;-;-;400;-;-;-;-;-;-;1250;-;-;-;745;64;16500;182;-;20;150;-;-;-;80040;-;-;300;6120;-;-;-;1440
Santa Bárbara do Sul (RS);-;-;-;...;-;-;-;10;-;27000;-;-;120;21;-;...;-;-;-;-;...;1120;...;-;-;20;360;1080;-;-;-;-;-;-;130;-;-;-;-;-;-;224;-;450;-;-;-;-;200;-;-;-;-;-;44600;-;-;-;56;-;-;-;322400;-;144;15;54000;-;-;-;48
Santa Cecília do Sul (RS);-;-;-;...;-;-;-;4;-;7200;-;-;36;-;-;...;-;-;-;-;...;80;...;10;-;60;-;960;-;-;-;90;-;-;150;-;-;-;-;-;-;60;7;-;-;-;-;-;100;-;-;-;350;36;10000;3;-;-;25;-;-;-;33540;-;30;50;11340;-;-;-;266
Santa Clara do Sul (RS);-;-;-;...;-;-;-;18;-;-;-;60;600;35;-;...;-;-;-;-;...;1500;...;5;-;12;-;-;-;-;-;30;-;-;38;-;244;-;-;-;-;360;-;-;-;-;-;-;2100;-;-;-;-;-;7260;3;-;-;-;-;-;-;3150;-;240;-;1000;-;-;-;60
Santa Cruz do Sul (RS);20;-;-;...;-;-;-;15;15200;-;-;325;2240;280;-;...;-;-;-;-;...;6650;...;32;-;180;-;-;-;-;-;75;-;-;295;16;12036;-;48;-;-;600;9;-;-;-;-;-;9600;4;-;-;60;5;20878;6;-;16;65;-;-;-;9792;-;240;60;1050;-;-;-;32
Santa Maria (RS);40;-;-;...;-;-;4;6;44944;-;-;30;300;203;-;...;-;-;-;-;...;660;...;24;-;50;-;-;-;-;-;-;-;-;11;12;123;-;35;-;-;900;77;-;-;-;-;-;9240;-;-;-;4200;164;990;20;-;-;10;-;-;-;167328;-;197;540;3094;-;-;-;72
Santa Maria do Herval (RS);12;-;-;...;-;-;-;2;7;-;-;20;366;7220;-;...;-;-;-;-;...;300;...;60;-;540;-;-;-;-;-;52;-;-;611;36;3;-;-;-;-;627;90;-;39;-;-;-;750;-;-;-;80;25;7800;-;-;-;144;-;-;-;42;-;396;280;-;-;-;-;272
Santa Margarida do Sul (RS);-;-;-;...;-;-;-;-;42400;-;-;-;26;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3825;72;-;-;-;-;-;240;-;-;-;-;-;180;-;-;-;8;-;-;-;86400;-;1050;-;12500;-;-;-;198
Santana da Boa Vista (RS);-;-;-;...;-;-;-;-;1652;-;-;-;1500;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;144;206;7;-;-;-;-;300;11;-;-;-;-;-;2400;-;-;-;133;-;7260;-;-;-;213;-;-;-;111000;-;600;-;216;-;-;-;20
Sant'Ana do Livramento (RS);-;-;-;...;-;-;-;-;64576;6000;42;-;200;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1005;-;-;-;-;-;-;131;-;-;-;2100;-;8400;34;-;90;108;-;-;-;165000;-;17;121;-;-;-;-;7585
Santa Rosa (RS);21;-;-;...;-;-;15;12;-;540;-;72;80;35;-;...;-;-;-;-;...;6000;...;32;-;15;-;-;-;-;-;98;-;-;8;12;-;6;30;-;-;330;27;-;-;-;9;-;1920;7;-;-;75;5;11700;35;-;18;120;-;-;-;70200;120;143;18;33000;-;-;-;104
Santa Tereza (RS);75;-;-;...;-;-;-;2;-;-;-;91;75;36;-;...;-;-;-;-;...;1000;...;10;-;300;-;-;-;-;-;-;-;-;16;28;-;-;8;-;-;420;10;-;-;-;-;-;707;-;-;-;45;16;750;3;-;-;30;-;-;-;-;-;260;180;-;-;-;-;17493
Santa Vitória do Palmar (RS);-;-;-;...;-;-;-;-;592439;-;-;-;90;20;-;...;-;-;-;-;...;-;...;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;240;35;72;-;-;-;-;-;-;-;84512;-;-;54;-;-;-;-;-
