Município;Abacate;Abacaxi*;Açaí;Alfafa fenada;Algodão arbóreo (em caroço);Algodão herbáceo (em caroço);Alho;Amendoim (em casca);Arroz (em casca);Aveia (em grão);Azeitona;Banana (cacho);Batata-doce;Batata-inglesa;Borracha (látex coagulado);Borracha (látex líquido);Cacau (em amêndoa);Café (em grão) Total;Café (em grão) Arábica;Café (em grão) Canephora;Caju;Cana-de-açúcar;Cana para forragem;Caqui;Castanha de caju;Cebola;Centeio (em grão);Cevada (em grão);Chá-da-índia (folha verde);Coco-da-baía*;Dendê (cacho de coco);Erva-mate (folha verde);Ervilha (em grão);Fava (em grão);Feijão (em grão);Figo;Fumo (em folha);Girassol (em grão);Goiaba;Guaraná (semente);Juta (fibra);Laranja;Limão;Linho (semente);Maçã;Malva (fibra);Mamão;Mamona (baga);Mandioca;Manga;Maracujá;Marmelo;Melancia;Melão;Milho (em grão);Noz (fruto seco);Palmito;Pera;Pêssego;Pimenta-do-reino;Rami (fibra);Sisal ou agave (fibra);Soja (em grão);Sorgo (em grão);Tangerina;Tomate;Trigo (em grão);Triticale (em grão);Tungue (fruto seco);Urucum (semente);Uva
Vargem Grande Paulista (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
Várzea Paulista (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
Vera Cruz (SP);-;-;-;...;-;-;-;-;-;-;-;-;-;-;60;...;-;2700;2700;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;18;-;-;-;400;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Vinhedo (SP);3;-;-;...;-;-;-;-;-;-;-;3;-;-;-;...;-;2;2;-;...;-;...;2;-;-;-;-;-;-;-;-;-;-;2;2;-;-;20;-;-;-;2;-;-;-;-;-;6;2;-;-;-;-;30;2;-;-;2;-;-;-;-;-;3;3;-;-;-;-;80
Viradouro (SP);-;-;-;...;-;-;-;100;-;-;-;-;-;-;19;...;-;-;-;-;...;14800;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287;2;-;-;-;-;-;-;-;-;-;-;-;150;-;2;-;-;-;-;-;1500;-;-;-;-;-;-;-;-
Vista Alegre do Alto (SP);100;-;-;...;-;-;-;100;-;-;-;-;-;-;-;...;-;-;-;-;...;3890;...;-;-;47;-;-;-;-;-;-;-;-;-;-;-;-;1075;-;-;250;700;-;-;-;-;-;70;580;-;-;-;-;50;-;-;-;-;-;-;-;150;-;350;-;-;-;-;-;-
Vitória Brasil (SP);-;-;-;...;-;-;-;-;-;-;-;-;-;-;152;...;-;2;2;-;...;300;...;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;160;2;-;-;-;-;-;3;15;-;-;-;-;90;-;-;-;-;-;-;-;120;-;7;-;-;-;-;-;11
Votorantim (SP);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;430;-;-;-;-;-;-;-;405;-;-;-;-;-;-;-;-
Votuporanga (SP);-;-;-;...;-;-;-;-;-;-;-;-;-;-;1684;...;-;45;45;-;...;12100;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;390;1;-;-;-;-;-;40;-;-;-;-;-;200;-;-;-;-;-;-;-;300;-;24;-;-;-;-;-;2
Zacarias (SP);-;-;-;...;-;-;-;500;-;-;-;-;-;-;380;...;-;-;-;-;...;7500;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;103;2;-;-;-;-;-;-;-;-;-;-;-;650;-;-;-;-;-;-;-;600;50;-;-;-;-;-;-;-
Chavantes (SP);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;9;9;-;...;9600;...;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;2100;-;-;-;-;-;-;-;2400;10;-;-;-;-;-;-;-
Estiva Gerbi (SP);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;2;2;-;...;450;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1138;96;-;-;-;-;-;-;3;-;-;-;-;150;-;-;-;-;-;-;-;250;150;60;30;-;-;-;-;1
Abatiá (PR);-;-;-;...;-;-;-;1;28;-;-;60;-;-;-;...;-;460;460;-;...;520;...;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;50;-;-;-;-;-;-;-;10220;-;-;6;-;-;-;-;-
Adrianópolis (PR);6;-;-;...;-;-;-;-;10;-;-;120;15;-;-;...;-;-;-;-;...;400;...;2;-;-;-;-;-;-;-;-;-;-;1120;-;-;-;-;-;-;10;1;-;-;-;-;-;100;-;18;-;-;-;1000;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-
Agudos do Sul (PR);-;-;-;...;-;-;-;-;2;-;-;-;-;40;-;...;-;-;-;-;...;-;...;-;-;22;-;-;-;-;-;7;-;-;641;-;760;-;-;-;-;-;-;-;14;-;-;-;35;-;-;-;-;-;3600;-;-;-;2;-;-;-;1650;-;-;5;-;-;-;-;4
Almirante Tamandaré (PR);-;-;-;...;-;-;-;-;-;-;-;-;-;42;-;...;-;-;-;-;...;-;...;7;-;60;-;-;-;-;-;-;-;-;1462;7;-;-;-;-;-;-;-;-;1;-;-;-;30;-;-;-;-;-;700;-;-;-;9;-;-;-;150;-;-;20;-;-;-;-;30
Altamira do Paraná (PR);-;-;-;...;-;-;1;-;-;-;-;4;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;15;-;5;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;1460;-;-;-;-;-;-;-;1850;-;-;3;250;-;-;-;5
Altônia (PR);80;-;-;...;-;-;-;-;-;-;-;40;5;-;-;...;-;107;107;-;...;-;...;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;4;-;-;80;560;-;-;-;-;-;3460;2;-;-;8;-;3200;-;-;-;-;-;-;-;5500;-;10;1;-;-;-;-;5
Alto Paraná (PR);-;29;-;...;-;-;-;326;-;-;-;-;-;-;259;...;-;12;12;-;...;2891;...;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;2078;4;-;-;-;1;-;1540;4;1;-;17;2;370;-;-;-;-;-;-;-;450;-;-;-;-;-;-;22;1
Alto Piquiri (PR);-;-;-;...;-;-;-;33;-;-;-;4;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;125;-;-;-;-;-;30000;-;-;-;-;-;-;-;30000;-;-;-;100;-;-;-;-
Alvorada do Sul (PR);3;-;-;...;-;-;-;2;-;-;-;7;-;-;-;...;-;58;58;-;...;2090;...;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;1;-;15;-;1;-;-;-;21309;-;-;-;-;-;-;-;22370;-;-;-;650;-;-;-;-
Amaporã (PR);-;6;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;1;1;-;...;7935;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3350;-;-;-;1;-;1600;-;-;-;-;-;-;-;1779;-;-;-;-;-;-;-;-
Ampére (PR);1;1;-;...;-;-;1;7;1;100;-;7;-;1;-;...;-;-;-;-;...;15;...;1;-;2;-;-;-;-;-;7;-;-;120;1;11;-;-;-;-;15;2;-;-;-;2;-;100;1;-;-;10;4;4300;-;-;2;2;-;-;-;8120;-;8;2;3500;-;-;-;20
Anahy (PR);1;2;-;...;-;-;-;4;4;-;-;20;-;-;-;...;-;5;5;-;...;30;...;1;-;-;-;-;-;-;-;20;-;-;45;-;2;-;1;-;-;10;2;-;-;-;1;-;70;7;2;-;-;-;4400;-;-;-;1;-;-;-;5284;-;8;2;760;-;-;-;2
Andirá (PR);6;-;-;...;-;-;-;1;48;-;-;121;-;-;-;...;-;36;36;-;...;4500;...;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;35;29;-;-;-;-;-;300;-;1;-;-;-;12890;-;-;-;-;-;-;-;13000;-;-;4;3120;-;-;-;-
Ângulo (PR);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;5;5;-;...;60;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;377;3;-;-;-;-;-;47;1;-;-;-;-;6560;-;-;-;-;-;-;-;6815;-;-;-;-;-;-;-;-
Antonina (PR);-;-;-;...;-;-;-;-;139;-;-;243;-;-;-;...;-;-;-;-;...;57;...;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;3;-;-;-;-;-;-;150;-;36;-;-;-;5;-;730;-;-;-;-;-;-;-;-;5;-;-;-;-;-
Antônio Olinto (PR);-;-;-;...;-;-;1;2;15;-;-;-;25;600;-;...;-;-;-;-;...;-;...;4;-;40;-;200;-;-;-;-;-;-;3800;1;800;-;-;-;-;8;2;-;8;-;-;-;75;-;-;-;30;4;2000;-;-;1;4;-;-;-;9000;-;7;1;1200;-;-;-;5
Apucarana (PR);168;-;-;...;-;-;-;2;8;2000;-;80;31;-;-;...;-;1480;1480;-;...;21;...;25;-;-;-;-;-;-;-;-;-;-;48;15;29;-;10;-;-;120;4;-;-;-;-;-;80;4;18;-;-;-;10500;-;-;-;-;-;-;-;21000;-;-;46;6500;-;-;-;20
Arapongas (PR);146;-;-;...;-;-;-;1;-;350;-;24;-;-;-;...;-;150;150;-;...;22;...;3;-;-;-;-;-;-;-;-;-;-;12;-;3;-;1;-;-;37;6;-;-;-;-;-;42;-;4;-;-;-;7800;-;-;-;-;-;-;-;21700;-;6;14;7000;-;-;-;2
Arapoti (PR);1;-;-;...;-;-;-;-;5;700;-;-;-;-;-;...;-;130;130;-;...;4;...;30;-;3;-;1945;-;-;-;-;-;-;2490;-;-;-;-;-;-;2;2;-;2;-;-;-;90;-;4;-;2;-;5700;-;-;-;35;-;-;-;34900;-;-;4;17300;700;-;-;5
Arapuã (PR);-;-;-;...;-;-;-;1;1;-;-;-;-;-;-;...;-;30;30;-;...;300;...;1;-;-;-;-;-;-;-;-;-;-;150;-;-;-;1;-;-;-;-;-;-;-;-;-;15;-;4;-;-;-;1100;-;-;-;-;-;-;-;12000;-;-;3;13000;-;-;-;4
Araruna (PR);-;-;-;...;-;-;1;4;-;4760;-;10;5;-;-;...;-;150;150;-;...;500;...;-;-;-;-;-;-;-;-;-;-;-;15;-;32;-;-;-;-;4;-;-;-;-;1;-;3730;-;4;-;7;-;8520;-;-;-;-;-;-;-;26500;-;-;4;1718;-;-;-;4
Araucária (PR);-;-;-;...;-;-;-;-;-;-;-;-;60;1680;-;...;-;-;-;-;...;-;...;15;-;300;-;300;-;-;-;3;5;-;2735;5;5;-;-;-;-;-;-;-;25;-;-;-;15;-;-;-;4;-;4700;-;-;25;40;-;-;-;17000;-;-;33;3700;-;-;-;18
Ariranha do Ivaí (PR);2;1;-;...;-;-;-;1;1;-;-;-;-;-;-;...;-;20;20;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;380;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;30;-;-;-;1810;-;-;-;-;-;-;-;13000;-;-;1;10000;-;-;-;-
Assaí (PR);70;-;-;...;-;-;-;-;3;-;-;10;2;-;-;...;-;150;150;-;...;243;...;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;184;4;-;-;-;-;-;90;-;5;-;-;-;5400;-;-;1;-;-;-;-;27000;-;4;22;12400;-;-;-;16
Assis Chateaubriand (PR);2;2;-;...;-;-;-;-;-;-;-;16;2;-;-;...;-;14;14;-;...;50;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;750;-;-;-;5;4;68405;-;-;-;-;-;-;-;71905;-;-;6;3500;-;-;-;5
Astorga (PR);-;-;-;...;-;-;-;2;-;300;-;13;-;-;-;...;-;154;154;-;...;1848;...;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;21;1;-;-;-;-;-;20;-;1;-;-;-;23742;-;-;-;-;-;-;-;22930;-;-;2;72;-;-;1;2
Atalaia (PR);-;31;-;...;-;-;-;2;-;-;-;1;1;-;-;...;-;2;2;-;...;1168;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;634;1;-;-;-;-;-;260;-;3;-;2;-;6540;-;-;-;-;-;-;-;6840;-;-;2;-;-;-;1;3
Balsa Nova (PR);-;-;-;...;-;-;-;-;-;-;-;-;-;388;-;...;-;-;-;-;...;-;...;3;-;45;-;350;-;-;-;2;-;-;2112;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;3;-;1550;-;-;-;3;-;-;-;15000;-;2;-;2000;-;-;-;18
Bandeirantes (PR);-;-;-;...;-;-;-;-;14;90;-;-;-;-;-;...;-;21;21;-;...;8580;...;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;48;-;-;-;-;-;-;8;-;3;-;-;-;13160;-;-;-;-;-;-;-;18250;-;-;23;2920;-;-;-;45
Barbosa Ferraz (PR);2;-;-;...;-;-;2;8;3;300;-;12;7;-;-;...;-;100;100;-;...;-;...;1;-;-;-;-;-;-;-;-;-;-;620;-;-;-;2;-;-;10;5;-;-;-;-;-;200;6;20;-;10;-;9750;-;-;-;-;-;-;-;15000;-;4;12;1700;-;-;-;1
Barracão (PR);1;-;-;...;-;-;1;5;1;60;-;5;20;2;-;...;-;-;-;-;...;20;...;1;-;2;-;-;-;-;-;2;-;-;250;1;16;-;-;-;-;25;1;-;3;-;-;-;110;-;-;-;8;5;1500;1;-;1;7;-;-;-;2900;-;8;6;500;-;-;-;30
Barra do Jacaré (PR);2;3;-;...;-;-;-;1;3;-;-;-;-;-;-;...;-;3;3;-;...;2490;...;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;4;-;-;-;3640;-;-;-;-;-;-;-;5400;-;3;7;1800;-;-;-;-
Bela Vista da Caroba (PR);1;-;-;...;-;-;1;5;1;50;-;6;-;1;-;...;-;-;-;-;...;15;...;1;-;1;-;-;-;-;-;5;-;-;65;6;23;-;-;-;-;10;1;-;-;-;1;-;90;2;-;-;5;2;1350;-;-;1;8;-;-;-;4980;-;5;1;3500;-;-;-;10
Bela Vista do Paraíso (PR);2;-;-;...;-;-;-;-;-;178;-;2;1;-;-;...;-;35;35;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;2;-;1;-;-;-;15593;-;-;-;-;-;-;-;17000;-;-;3;1380;-;-;-;-
Bituruna (PR);2;-;-;...;-;-;1;2;15;-;-;3;20;-;-;...;-;-;-;-;...;160;...;8;-;3;-;-;-;-;-;3120;1;-;800;4;250;-;-;-;-;10;1;-;-;-;-;-;150;-;-;-;22;6;2300;-;-;1;6;-;-;-;3200;-;10;1;380;-;-;-;90
Boa Esperança (PR);-;-;-;...;-;-;12;1;-;121;-;1;1;-;-;...;-;3;3;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;14040;-;-;-;-;-;-;-;25200;-;-;-;900;-;-;-;-
Boa Esperança do Iguaçu (PR);1;1;-;...;-;-;1;1;1;50;-;3;9;1;-;...;-;-;-;-;...;2;...;1;-;1;-;-;-;-;-;-;-;-;350;1;17;-;-;-;-;10;1;-;-;-;-;-;35;-;-;-;5;1;2200;-;-;1;2;-;-;-;4800;-;5;1;3200;-;-;-;8
Boa Ventura de São Roque (PR);1;-;-;...;-;-;-;-;20;30;-;20;10;-;-;...;-;-;-;-;...;-;...;-;-;-;-;800;-;-;-;330;-;-;1700;1;-;-;-;-;-;20;2;-;-;-;-;-;50;-;2;-;10;-;4000;-;-;-;10;-;-;-;20600;-;2;4;6700;50;-;-;5
Boa Vista da Aparecida (PR);-;-;-;...;-;-;1;4;5;-;-;5;8;-;-;...;-;-;-;-;...;30;...;-;-;-;-;-;-;-;-;5;-;-;515;-;-;-;3;-;-;20;-;-;-;-;-;-;40;3;-;-;14;-;1250;-;-;-;3;-;-;-;4200;-;9;-;2800;-;-;-;10
Bocaiúva do Sul (PR);-;-;-;...;-;-;-;-;-;-;-;-;20;-;-;...;-;-;-;-;...;-;...;28;-;-;-;-;-;-;-;-;-;-;455;-;-;-;-;-;-;-;-;-;2;-;-;-;100;-;-;-;-;-;800;-;-;-;3;-;-;-;30;-;-;8;-;-;-;-;26
Bom Jesus do Sul (PR);1;-;-;...;-;-;2;5;1;200;-;4;22;2;-;...;-;-;-;-;...;15;...;1;-;1;-;-;-;-;-;2;1;-;450;1;3;-;-;-;-;20;2;-;1;-;-;-;100;-;-;-;10;9;1500;1;-;1;2;-;-;-;3950;-;9;3;1500;-;-;-;17
Bom Sucesso (PR);2;-;-;...;-;-;-;1;-;-;-;7;-;-;-;...;-;12;12;-;...;5373;...;-;-;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;4;-;-;-;-;-;-;18;-;2;-;-;-;3400;-;-;-;-;-;-;-;5200;-;-;3;1700;-;-;-;5
Bom Sucesso do Sul (PR);-;-;-;...;-;-;1;-;-;700;-;-;5;-;-;...;-;-;-;-;...;20;...;1;-;1;20;-;-;-;-;15;-;-;4620;1;-;-;-;-;-;1;1;-;-;-;-;-;4;-;-;-;2;1;9300;1;-;1;2;-;-;-;12400;-;4;1;4000;5;-;-;4
Borrazópolis (PR);8;-;-;...;-;-;-;1;1;300;-;26;-;-;-;...;-;90;90;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;100;-;30;-;-;-;-;-;-;-;-;-;-;-;60;1;10;-;-;-;4290;-;-;-;-;-;-;-;13200;-;-;17;7200;-;-;-;4
Braganey (PR);2;-;-;...;-;-;2;1;2;25;-;10;-;-;-;...;-;15;15;-;...;60;...;1;-;1;-;-;-;-;-;5;5;-;420;-;65;-;1;-;-;6;2;-;-;-;1;-;40;2;-;-;-;-;10200;-;-;-;1;-;-;-;17700;-;6;15;4550;-;-;-;6
Brasilândia do Sul (PR);-;-;-;...;-;-;-;-;-;-;-;1;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;21550;-;-;-;-;-;-;-;22800;-;-;-;315;-;-;-;-
Cafeara (PR);-;-;-;...;-;-;-;-;-;134;-;1;-;-;-;...;-;21;21;-;...;3683;...;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;177;-;-;-;3;-;2441;-;-;-;-;-;-;-;3935;240;-;-;-;-;-;-;-
Cafelândia (PR);-;-;-;...;-;-;-;-;-;30;-;4;3;-;-;...;-;-;-;-;...;5;...;-;-;-;-;-;-;-;-;20;-;-;700;-;-;-;1;-;-;4;1;-;-;-;-;-;10;5;1;-;1;-;10035;-;-;-;-;-;-;-;23520;-;4;-;13135;-;-;-;1
Cafezal do Sul (PR);2;-;-;...;-;-;-;-;-;-;-;1;1;-;-;...;-;4;4;-;...;-;...;-;-;-;-;-;-;7;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1240;-;-;-;-;-;8000;-;-;-;-;-;-;-;11400;-;-;-;400;-;-;-;-
Califórnia (PR);52;-;-;...;-;-;5;3;3;900;-;2;-;-;-;...;-;40;40;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;10;-;4;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;2150;-;-;-;-;-;-;-;7000;-;-;17;3600;-;-;-;-
Cambará (PR);-;6;-;...;-;-;-;1;122;120;-;1;-;-;-;...;-;1;1;-;...;12505;...;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;10;-;-;-;-;-;3;-;4;-;-;-;14550;-;-;-;-;-;-;-;16900;-;-;26;2600;-;-;-;-
Cambé (PR);12;-;-;...;-;-;-;30;-;-;-;14;-;-;-;...;-;100;100;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;292;3;-;-;-;-;-;32;-;-;-;-;-;34007;-;-;-;-;-;-;-;37200;-;1;4;2350;-;-;-;10
Cambira (PR);2;-;-;...;-;-;-;2;4;260;-;80;-;-;-;...;-;422;422;-;...;414;...;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;10;1;-;-;-;-;-;18;-;2;-;2;-;2650;-;-;-;-;-;-;-;7300;-;-;8;4600;-;-;2;14
Campina da Lagoa (PR);-;-;-;...;-;-;2;2;-;200;-;2;-;-;-;...;-;1;1;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;50;-;20;-;1;-;-;-;-;-;-;-;-;-;8;-;-;-;2;-;24300;-;-;-;-;-;-;-;34300;-;-;1;1500;-;-;-;-
Campina do Simão (PR);1;-;-;...;-;-;1;1;-;80;-;-;8;60;-;...;-;-;-;-;...;1;...;-;-;15;100;550;-;-;-;-;-;-;930;-;-;-;-;-;-;11;1;-;-;-;-;-;60;-;-;-;2;-;1950;-;-;-;4;-;-;-;10850;-;2;1;1950;290;-;-;7
Campina Grande do Sul (PR);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;45;-;-;-;-;-;-;-;-;-;-;299;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;700;-;-;5;10;-;-;-;-;-;-;4;-;-;-;-;10
Campo Bonito (PR);-;-;-;...;-;-;2;5;20;600;-;5;10;-;-;...;-;-;-;-;...;3;...;-;-;-;-;-;-;-;-;18;-;-;1450;4;5;-;-;-;-;8;-;-;-;-;-;-;8;-;-;-;3;-;5400;-;-;-;5;-;-;-;15725;-;7;2;8000;-;-;-;5
Campo do Tenente (PR);-;-;-;...;-;-;-;-;2;-;-;-;1;160;-;...;-;-;-;-;...;-;...;1;-;17;-;-;-;-;-;3;-;-;1800;-;350;-;-;-;-;-;-;-;125;-;-;-;15;-;-;-;3;-;800;-;-;-;5;-;-;-;10000;-;-;4;1300;-;-;-;2
Campo Largo (PR);-;-;-;...;-;-;-;-;2;-;-;-;15;1100;-;...;-;-;-;-;...;-;...;8;-;140;-;120;-;-;-;6;-;-;3295;-;-;-;-;-;-;9;2;-;45;-;-;-;300;-;-;-;4;-;3400;-;-;3;40;-;-;-;10300;-;30;15;690;-;-;-;10
Campo Magro (PR);-;-;-;...;-;-;-;-;-;-;-;-;30;216;-;...;-;-;-;-;...;-;...;-;-;110;-;50;-;-;-;2;-;-;429;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;2300;-;-;-;1;-;-;-;4500;-;-;40;500;-;-;-;4
Campo Mourão (PR);1;-;-;...;-;-;1;4;15;4000;-;5;3;-;-;...;-;35;35;-;...;5;...;-;-;-;-;-;-;-;-;-;-;-;350;-;-;-;2;-;-;3;3;-;-;-;-;-;160;-;2;-;3;-;20200;-;-;-;-;-;-;-;50000;-;-;7;15700;500;-;-;2
Cândido de Abreu (PR);2;4;-;...;-;-;-;2;25;-;-;5;8;-;-;...;-;-;-;-;...;15;...;1;-;-;-;-;-;-;-;5;-;-;1300;-;-;-;2;-;-;10;3;-;1;-;1;-;175;3;55;-;10;2;4850;-;-;-;3;-;-;-;22600;-;7;50;7000;-;-;-;3
Candói (PR);2;-;-;...;-;-;2;2;2;750;-;7;8;930;-;...;-;-;-;-;...;3;...;-;-;70;-;5900;-;-;-;1;-;-;5750;-;50;-;-;-;-;13;1;-;-;-;-;-;120;-;12;-;5;-;9400;-;-;-;7;-;-;-;47800;-;3;1;9800;750;-;-;8
Cantagalo (PR);-;-;-;...;-;-;2;2;8;130;-;-;-;-;-;...;-;-;-;-;...;5;...;-;-;2;-;200;-;-;-;-;-;-;1790;-;300;-;-;-;-;15;-;-;-;-;-;-;90;-;-;-;-;-;3410;-;-;-;-;-;-;-;18700;-;-;1;1530;-;-;-;1
Capanema (PR);1;-;-;...;-;-;1;18;1;50;-;20;-;1;-;...;-;-;-;-;...;100;...;1;-;1;-;-;-;-;-;24;-;-;350;4;82;-;3;-;-;15;4;-;-;-;7;-;250;5;-;-;10;4;11300;-;-;1;2;-;-;-;17580;-;20;3;3500;-;-;-;18
Capitão Leônidas Marques (PR);3;-;-;...;-;-;-;1;-;30;-;18;-;-;-;...;-;-;-;-;...;60;...;1;-;-;-;-;-;-;-;15;-;-;355;1;-;-;2;-;-;8;1;-;-;-;-;-;75;2;-;-;10;-;5100;-;-;-;-;-;-;-;7400;-;-;2;2600;-;-;-;20
Carambeí (PR);-;-;-;...;-;-;-;-;1;1200;-;-;-;50;-;...;-;-;-;-;...;-;...;-;-;-;20;2052;-;-;-;-;-;-;4914;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;5592;-;-;-;-;-;-;-;23959;-;-;-;7725;30;-;-;-
Carlópolis (PR);80;5;-;...;-;-;2;2;25;-;-;6;2;-;-;...;-;4950;4950;-;...;50;...;-;-;2;-;-;-;-;-;-;1;-;185;-;-;-;880;-;-;1;2;-;-;-;-;-;125;5;25;-;2;-;1050;-;-;-;-;-;-;-;2200;-;1;12;100;-;-;-;3
Cascavel (PR);3;-;-;...;-;-;8;25;4;150;-;10;14;-;-;...;-;-;-;-;...;45;...;2;-;-;-;-;-;-;-;340;-;-;3950;1;4;-;2;-;-;19;3;-;3;-;-;-;300;4;2;-;20;2;62200;-;-;-;1;-;-;-;86600;-;21;2;26700;-;-;-;20
Castro (PR);-;-;-;...;-;-;4;-;10;1100;-;-;1;1540;-;...;-;-;-;-;...;-;...;2;-;14;-;1461;-;-;-;-;-;-;11270;-;-;-;-;-;-;18;-;-;3;-;-;-;81;-;-;-;-;-;11767;-;-;-;5;-;-;-;62565;-;34;10;24720;50;-;-;1
Catanduvas (PR);-;-;-;...;-;-;2;5;10;180;-;10;13;-;-;...;-;-;-;-;...;10;...;2;-;-;-;-;-;-;-;30;-;-;1455;2;7;-;-;-;-;14;2;-;-;-;2;-;20;5;-;-;8;-;5200;-;-;-;5;-;-;-;17550;-;15;-;7500;-;-;-;20
Centenário do Sul (PR);1;6;-;...;-;-;-;1;-;100;-;7;4;-;5;...;-;12;12;-;...;6145;...;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;-;4;-;200;-;12;-;2;-;8940;-;-;-;-;-;-;-;13000;750;-;3;-;-;-;-;-
Cerro Azul (PR);-;-;-;...;-;-;-;-;-;-;-;8;-;-;-;...;-;-;-;-;...;-;...;60;-;-;-;-;-;-;-;-;-;-;5630;-;-;-;-;-;-;200;10;-;-;-;-;-;5000;-;-;-;-;-;5120;-;-;1;18;-;-;-;750;-;5400;90;-;-;-;-;83
Céu Azul (PR);1;-;-;...;-;-;3;2;-;100;-;9;10;-;-;...;-;-;-;-;...;75;...;3;-;-;-;-;-;-;-;12;-;-;115;2;4;-;3;-;-;-;2;-;-;-;-;-;43;4;2;-;4;1;10725;1;-;-;4;-;-;-;17300;100;6;3;8000;-;-;-;20
